Order ID,Order Date,Ship Date,Product ID,Product,Sub-Category,Category,Customer ID,Customer Name,Country/Region,State,City,Postal Code,Coupon Code,Experience Rating,Price After Discount,Quantity
VFC202300142,2023/12/08,,DE03,Resistance Training Exercise Routines for Women,eBook,Digital,08-988-5912,Lucais Gilroy,United States,Wisconsin,Eau Claire,54703,VFC5,4,7.60,1.00
VFC202300143,2023/12/09,2023/12/13,MA02,Body Builder Tee (Women),Apparel,Merchandise,89-587-9122,Jasen Gaisford,United States,Nebraska,Fremont,68025,,4,25.00,8.00
VFC202300144,2023/12/09,2023/12/13,MA03,Body Builder Tee (Unisex),Apparel,Merchandise,79-975-7136,Patricio O'Growgane,United States,Illinois,Chicago,60610,,,25.00,3.00
VFC202300145,2023/12/10,2023/12/17,MA01,Body Builder Tee (Men),Apparel,Merchandise,20-414-5066,Antin Rickards,United States,Washington,Seattle,98105,,4,25.00,4.00
VFC202300146,2023/12/10,2023/12/17,MA06,Dumbell Tee (Unisex),Apparel,Merchandise,08-479-8315,Whitman Vaines,United States,Washington,Seattle,98105,,5,25.00,4.00
VFC202300147,2023/12/10,,CQ01,Virtual Q&A,Consulting,Digital,23-054-2622,Elie Gomme,United States,Indiana,Greenwood,46142,,,20.00,1.00
VFC202300148,2023/12/11,2023/12/11,MA05,Gym Babe Tee (Women),Apparel,Merchandise,28-279-6197,Clea Rossoni,United States,Ohio,Columbus,43229,,,25.00,1.00
VFC202300149,2023/12/11,2023/12/11,MA06,Dumbell Tee (Unisex),Apparel,Merchandise,99-033-9868,Darrel McCraine,United States,California,Anaheim,92804,VFC5,5,23.75,3.00
VFC202300150,2023/12/11,2023/12/14,MA06,Dumbell Tee (Unisex),Apparel,Merchandise,23-590-1982,Cullin Andrzejak,United States,Ohio,Springfield,45503,,5,25.00,1.00
VFC202300150,2023/12/11,2023/12/14,MA05,Gym Babe Tee (Women),Apparel,Merchandise,23-590-1982,Cullin Andrzejak,United States,Ohio,Springfield,45503,,5,25.00,1.00
VFC202300150,2023/12/11,2023/12/14,MA03,Body Builder Tee (Unisex),Apparel,Merchandise,23-590-1982,Cullin Andrzejak,United States,Ohio,Springfield,45503,,5,25.00,3.00
VFC202300150,2023/12/11,2023/12/14,MA01,Body Builder Tee (Men),Apparel,Merchandise,23-590-1982,Cullin Andrzejak,United States,Ohio,Springfield,45503,,5,25.00,4.00
VFC202300150,2023/12/11,2023/12/14,MG02,The VFC Water Bottle,Gear,Merchandise,23-590-1982,Cullin Andrzejak,United States,Ohio,Springfield,45503,,5,10.00,3.00
VFC202300151,2023/12/18,2023/12/24,MG01,The VFC Gym Towel,Gear,Merchandise,88-436-9118,Carlo Northleigh,United States,New Jersey,Morristown,7960,,,20.00,1.00
VFC202300152,2023/12/18,2023/12/20,MA02,Body Builder Tee (Women),Apparel,Merchandise,39-668-4415,Bobby Caddan,United States,Florida,Tamarac,33319,,5,25.00,3.00
VFC202300153,2023/12/19,2023/12/25,MG02,The VFC Water Bottle,Gear,Merchandise,61-202-3776,Oby Worman,United States,Arizona,Tucson,85705,VFC5,5,9.50,3.00
VFC202300154,2023/12/22,2023/12/28,MG01,The VFC Gym Towel,Gear,Merchandise,03-896-5617,Edvard Juleff,United States,Oregon,Redmond,97756,VFC15,5,17.00,11.00
VFC202300155,2023/12/23,,DE03,Resistance Training Exercise Routines for Women,eBook,Digital,80-748-2443,Selby Sellwood,United States,Illinois,Chicago,60623,,4,8.00,1.00
VFC202300156,2023/12/26,,CT01,Virtual Fitness Coach,Consulting,Digital,30-765-6011,Brewster Molines,United States,California,Los Angeles,90004,,,30.00,1.00
VFC202300157,2023/12/26,2024/01/02,MA06,Dumbell Tee (Unisex),Apparel,Merchandise,80-002-8219,Rupert MacCrackan,United States,Colorado,Denver,80219,,,25.00,1.00
VFC202300158,2023/12/29,2024/01/02,MA04,Gym Stud Tee (Men),Apparel,Merchandise,21-285-4880,Roddie Chitson,United States,Kansas,Wichita,67212,,4,25.00,1.00
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
